"Occupation Code","Occupational Title","subtot","Occupation Group","2018 Employment","2028 Employment","Numeric Change","Percent Change","Labor Force Exits","Occupational Transfers","Total Separations","Percent Labor Force Exits","Percent Occupational Transfers","Occupational Openings","10th Percentile","25th Percentile","Median","75th Percentile","90th Percentile","Education","Work Experience"
"000000","Total, All Occupations","1","Total","161037.700000","169435.900000","8398.100000","5.2000","7209.300000","11644.900000","18854.200000","38.200000000000000000","61.800000000000000000","19694.000000","21530","27080","39810","64240","101020","N/A","N/A"
"110000","Management Occupations","2","Management","10193.300000","10900.200000","706.900000","6.9000","284.900000","599.500000","884.400000","32.200000000000000000","67.800000000000000000","955.100000","49990","71460","105660","154260","","N/A","N/A"
"111000","Top Executives","3","Management","2691.500000","2844.800000","153.400000","5.7000","59.700000","176.000000","235.700000","25.300000000000000000","74.700000000000000000","251.100000","43710","65910","103230","163970","","N/A","N/A"
"111011","Chief Executives","5","Management","263.200000","248.800000","-14.400000","-5.5000","6.800000","11.400000","18.200000","37.400000000000000000","62.600000000000000000","16.800000","62290","112790","184460","","","Bachelor's degree","5 years or more"
"111021","General and Operations Managers","5","Management","2376.400000","2541.400000","165.000000","6.9000","51.600000","162.000000","213.600000","24.200000000000000000","75.800000000000000000","230.000000","45050","65660","100780","157430","","Bachelor's degree","5 years or more"
"111031","Legislators","5","Management","51.900000","54.600000","2.700000","5.2000","1.300000","2.700000","4.000000","32.500000000000000000","67.500000000000000000","4.300000","17690","19070","29270","75520","100470","Bachelor's degree","Less than 5 years"
"112000","Advertising, Marketing, Promotions, Public Relatio","3","Management","773.700000","822.400000","48.700000","6.3000","16.400000","54.300000","70.700000","23.200000000000000000","76.800000000000000000","75.500000","63940","89380","128870","179010","","N/A","N/A"
"112011","Advertising and Promotions Managers","5","Management","27.600000","28.400000",".900000","3.2000",".600000","2.100000","2.700000","22.200000000000000000","77.800000000000000000","2.700000","61930","86330","125510","175940","","Bachelor's degree","Less than 5 years"
"112020","Marketing and Sales Managers","3","Management","664.900000","706.400000","41.500000","6.2000","13.900000","46.900000","60.800000","22.900000000000000000","77.100000000000000000","65.000000","63900","90270","130700","181280","","N/A","N/A"
"112021","Marketing Managers","5","Management","259.200000","280.100000","20.900000","8.1000","5.500000","18.400000","23.900000","23.000000000000000000","77.000000000000000000","26.000000","71010","97710","136850","185320","","Bachelor's degree","5 years or more"
"112022","Sales Managers","5","Management","405.700000","426.300000","20.600000","5.1000","8.500000","28.400000","36.900000","23.000000000000000000","77.000000000000000000","39.000000","59810","85150","126640","177830","","Bachelor's degree","Less than 5 years"
"112031","Public Relations and Fundraising Managers","5","Management","81.200000","87.600000","6.300000","7.8000","1.800000","5.400000","7.200000","25.000000000000000000","75.000000000000000000","7.800000","","","","","","Bachelor's degree","5 years or more"
"113000","Operations Specialties Managers","3","Management","1963.900000","2163.100000","199.200000","10.1000","45.000000","118.100000","163.100000","27.600000000000000000","72.400000000000000000","183.000000","66540","88050","120960","163050","","N/A","N/A"
"113011","Administrative Services Managers","5","Management","300.200000","322.000000","21.800000","7.3000","8.600000","17.400000","26.000000","33.100000000000000000","66.900000000000000000","28.100000","","","","","","Bachelor's degree","Less than 5 years"
"113021","Computer and Information Systems Managers","5","Management","414.400000","461.100000","46.800000","11.3000","7.500000","26.600000","34.100000","22.000000000000000000","78.000000000000000000","38.800000","87480","113110","146360","185610","","Bachelor's degree","5 years or more"
"113031","Financial Managers","5","Management","653.600000","758.300000","104.700000","16.0000","15.300000","39.100000","54.400000","28.100000000000000000","71.900000000000000000","64.900000","68370","92310","129890","181980","","Bachelor's degree","5 years or more"
"113051","Industrial Production Managers","5","Management","186.500000","187.700000","1.200000",".7000","4.000000","9.600000","13.600000","29.400000000000000000","70.600000000000000000","13.800000","65050","82400","105480","136880","176070","Bachelor's degree","5 years or more"
"113061","Purchasing Managers","5","Management","71.700000","74.500000","2.800000","3.9000","1.800000","4.300000","6.100000","29.500000000000000000","70.500000000000000000","6.400000","71450","92560","121110","152890","193400","Bachelor's degree","5 years or more"
"113071","Transportation, Storage, and Distribution Managers","5","Management","131.300000","138.700000","7.400000","5.6000","2.900000","7.700000","10.600000","27.400000000000000000","72.600000000000000000","11.400000","55850","72050","94560","124460","160500","High school diploma or equivalent","5 years or more"
"113111","Compensation and Benefits Managers","5","Management","16.400000","16.800000",".500000","2.9000",".400000","1.000000","1.400000","28.600000000000000000","71.400000000000000000","1.400000","69870","91430","122270","163980","","Bachelor's degree","5 years or more"
"113121","Human Resources Managers","5","Management","152.100000","162.900000","10.800000","7.1000","3.600000","9.800000","13.400000","26.900000000000000000","73.100000000000000000","14.400000","68300","88150","116720","156560","205720","Bachelor's degree","5 years or more"
"113131","Training and Development Managers","5","Management","37.800000","40.900000","3.100000","8.1000",".900000","2.500000","3.400000","26.500000000000000000","73.500000000000000000","3.800000","64720","84720","113350","152340","196070","Bachelor's degree","5 years or more"
"119000","Other Management Occupations","3","Management","4764.300000","5069.900000","305.600000","6.4000","163.800000","251.100000","414.900000","39.500000000000000000","60.500000000000000000","445.500000","44560","62760","91300","128310","170820","N/A","N/A"
"119013","Farmers, Ranchers, and Other Agricultural Managers","5","Management","975.400000","966.500000","-9.000000","-.9000","60.400000","36.100000","96.500000","62.600000000000000000","37.400000000000000000","95.600000","37530","53870","71160","99260","132760","High school diploma or equivalent","5 years or more"
"119021","Construction Managers","5","Management","471.800000","518.000000","46.200000","9.8000","10.400000","25.200000","35.600000","29.200000000000000000","70.800000000000000000","40.200000","56140","71900","95260","126040","164790","Bachelor's degree","None"
"119030","Education Administrators","3","Management","582.100000","615.400000","33.300000","5.7000","15.400000","31.000000","46.400000","33.200000000000000000","66.800000000000000000","49.800000","49650","67850","91130","120600","155510","N/A","N/A"
"119031","Education Administrators, Preschool and Childcare","5","Management","66.700000","71.500000","4.800000","7.2000","1.800000","3.600000","5.400000","33.300000000000000000","66.700000000000000000","5.800000","30850","37420","48210","62090","82590","Bachelor's degree","Less than 5 years"
"119032","Education Administrators, Elementary and Secondary","5","Management","275.400000","286.600000","11.200000","4.1000","7.200000","14.600000","21.800000","33.000000000000000000","67.000000000000000000","22.900000","63070","76650","96400","121500","148630","Master's degree","5 years or more"
"119033","Education Administrators, Postsecondary","5","Management","192.600000","206.100000","13.500000","7.0000","5.100000","10.300000","15.400000","33.100000000000000000","66.900000000000000000","16.800000","55320","70490","95410","135070","194090","Master's degree","Less than 5 years"
"119039","Education Administrators, All Other","5","Management","47.400000","51.100000","3.700000","7.8000","1.300000","2.600000","3.900000","33.300000000000000000","66.700000000000000000","4.200000","46110","61280","85450","115990","146190","Bachelor's degree","Less than 5 years"
"119041","Architectural and Engineering Managers","5","Management","192.500000","197.900000","5.400000","2.8000","3.400000","10.700000","14.100000","24.100000000000000000","75.900000000000000000","14.600000","92510","115670","144830","179220","","Bachelor's degree","5 years or more"
"119051","Food Service Managers","5","Management","356.400000","394.900000","38.500000","10.8000","11.400000","31.600000","43.000000","26.500000000000000000","73.500000000000000000","46.900000","33210","42260","55320","71270","93040","High school diploma or equivalent","Less than 5 years"
"119061","Funeral Service Managers","5","Management","23.500000","24.700000","1.200000","5.2000",".600000","1.200000","1.800000","33.300000000000000000","66.700000000000000000","1.900000","","","","","","Associate's degree","Less than 5 years"
"119071","Gaming Managers","5","Management","5.900000","6.300000",".400000","6.5000",".200000",".500000",".700000","28.600000000000000000","71.400000000000000000",".700000","47160","58840","74970","97770","136650","High school diploma or equivalent","Less than 5 years"
"119081","Lodging Managers","5","Management","52.600000","53.100000",".600000","1.1000","1.700000","3.800000","5.500000","30.900000000000000000","69.100000000000000000","5.500000","31380","40010","54430","75130","105720","High school diploma or equivalent","Less than 5 years"
"119111","Medical and Health Services Managers","5","Management","406.100000","477.600000","71.600000","17.6000","10.800000","24.200000","35.000000","30.900000000000000000","69.100000000000000000","42.200000","58820","76770","100980","133520","189000","Bachelor's degree","Less than 5 years"
"119121","Natural Sciences Managers","5","Management","63.500000","67.200000","3.700000","5.9000","1.400000","4.400000","5.800000","24.100000000000000000","75.900000000000000000","6.100000","66050","94940","129100","176510","","Bachelor's degree","5 years or more"
"119131","Postmasters and Mail Superintendents","5","Management","13.300000","9.600000","-3.700000","-27.5000",".300000",".600000",".900000","33.300000000000000000","66.700000000000000000",".500000","65370","70160","76900","86300","94880","High school diploma or equivalent","Less than 5 years"
"119141","Property, Real Estate, and Community Association M","5","Management","363.000000","389.500000","26.500000","7.3000","14.000000","15.000000","29.000000","48.300000000000000000","51.700000000000000000","31.600000","31030","41630","58760","84430","129160","High school diploma or equivalent","Less than 5 years"
"119151","Social and Community Service Managers","5","Management","168.800000","190.700000","21.900000","13.0000","5.300000","10.300000","15.600000","34.000000000000000000","66.000000000000000000","17.800000","41220","52480","67150","88180","112480","Bachelor's degree","Less than 5 years"
"119161","Emergency Management Directors","5","Management","9.900000","10.400000",".500000","4.9000",".300000",".500000",".800000","37.500000000000000000","62.500000000000000000",".900000","40430","54050","74590","103330","141230","Bachelor's degree","5 years or more"
"119199","Managers, All Other","5","Management","1079.600000","1148.100000","68.500000","6.3000","28.200000","56.200000","84.400000","33.400000000000000000","66.600000000000000000","91.300000","","","","","","Bachelor's degree","Less than 5 years"
"130000","Business and Financial Operations Occupations","2","Business/Finance","8589.500000","9181.300000","591.800000","6.9000","242.900000","595.800000","838.700000","29.000000000000000000","71.000000000000000000","897.800000","39020","52130","69820","94870","126040","N/A","N/A"
"131000","Business Operations Specialists","3","Business/Finance","5534.900000","5945.800000","410.900000","7.4000","159.100000","402.500000","561.600000","28.300000000000000000","71.700000000000000000","602.700000","38090","51090","68730","93030","121830","N/A","N/A"
"131011","Agents and Business Managers of Artists, Performer","5","Business/Finance","19.400000","21.500000","2.000000","10.4000",".700000","1.700000","2.400000","29.200000000000000000","70.800000000000000000","2.600000","37300","50590","73740","120430","189420","Bachelor's degree","Less than 5 years"
"131020","Buyers and Purchasing Agents","3","Business/Finance","432.200000","400.200000","-32.000000","-7.4000","13.100000","30.300000","43.400000","30.200000000000000000","69.800000000000000000","40.200000","38230","49280","64380","84630","107510","Bachelor's degree","None"
"131030","Claims Adjusters, Appraisers, Examiners, and Inves","3","Business/Finance","346.000000","332.900000","-13.000000","-3.8000","8.100000","20.500000","28.600000","28.300000000000000000","71.700000000000000000","27.400000","41260","51190","66540","82700","100170","N/A","N/A"
"131031","Claims Adjusters, Examiners, and Investigators","5","Business/Finance","328.500000","314.700000","-13.800000","-4.2000","7.700000","19.500000","27.200000","28.300000000000000000","71.700000000000000000","25.800000","41100","51030","66790","83050","100400","High school diploma or equivalent","None"
"131032","Insurance Appraisers, Auto Damage","5","Business/Finance","17.400000","18.200000",".800000","4.5000",".400000","1.100000","1.500000","26.700000000000000000","73.300000000000000000","1.600000","44430","53430","63270","77810","93720","Postsecondary nondegree award","None"
"131041","Compliance Officers","5","Business/Finance","319.900000","338.500000","18.600000","5.8000","9.200000","19.700000","28.900000","31.800000000000000000","68.200000000000000000","30.700000","38920","51050","69050","91260","109950","Bachelor's degree","None"
"131051","Cost Estimators","5","Business/Finance","217.400000","236.100000","18.700000","8.6000","5.700000","16.600000","22.300000","25.600000000000000000","74.400000000000000000","24.200000","39380","51300","65250","86080","111350","Bachelor's degree","None"
"131070","Human Resources Workers","3","Business/Finance","706.700000","733.300000","26.600000","3.8000","19.200000","53.000000","72.200000","26.600000000000000000","73.400000000000000000","74.900000","36120","47320","62440","82650","107950","N/A","N/A"
"131071","Human Resources Specialists","5","Business/Finance","625.700000","658.700000","33.000000","5.3000","17.100000","47.300000","64.400000","26.600000000000000000","73.400000000000000000","67.700000","37180","47450","61920","81430","105930","Bachelor's degree","None"
"131074","Farm Labor Contractors","5","Business/Finance","1.900000","2.000000",".100000","7.6000",".100000",".100000",".200000","50.000000000000000000","50.000000000000000000",".200000","33900","38640","61910","81330","95990","No formal educational credential","Less than 5 years"
"131075","Labor Relations Specialists","5","Business/Finance","79.200000","72.600000","-6.500000","-8.3000","2.000000","5.600000","7.600000","26.300000000000000000","73.700000000000000000","7.000000","19230","44920","69020","94740","124380","Bachelor's degree","Less than 5 years"
"131081","Logisticians","5","Business/Finance","174.900000","183.300000","8.400000","4.8000","4.200000","12.900000","17.100000","24.600000000000000000","75.400000000000000000","17.900000","44020","57080","74750","96240","120400","Bachelor's degree","None"
"131111","Management Analysts","5","Business/Finance","876.300000","994.600000","118.300000","13.5000","29.000000","59.100000","88.100000","32.900000000000000000","67.100000000000000000","99.900000","49700","64060","85260","113770","154310","Bachelor's degree","Less than 5 years"
"131121","Meeting, Convention, and Event Planners","5","Business/Finance","134.100000","143.800000","9.600000","7.2000","4.500000","11.400000","15.900000","28.300000000000000000","71.700000000000000000","16.800000","28590","37640","50600","65860","86390","Bachelor's degree","None"
"131131","Fundraisers","5","Business/Finance","95.400000","104.200000","8.900000","9.3000","3.300000","7.100000","10.400000","31.700000000000000000","68.300000000000000000","11.300000","33530","43940","57970","76620","100410","Bachelor's degree","None"
"131141","Compensation, Benefits, and Job Analysis Specialis","5","Business/Finance","88.700000","94.000000","5.300000","5.9000","3.000000","5.700000","8.700000","34.500000000000000000","65.500000000000000000","9.200000","40140","50000","64560","82920","105600","Bachelor's degree","Less than 5 years"
"131151","Training and Development Specialists","5","Business/Finance","306.400000","335.300000","28.900000","9.4000","9.600000","24.800000","34.400000","27.900000000000000000","72.100000000000000000","37.300000","32680","44680","61210","81290","104200","Bachelor's degree","Less than 5 years"
"131161","Market Research Analysts and Marketing Specialists","5","Business/Finance","681.900000","821.100000","139.200000","20.4000","17.700000","59.100000","76.800000","23.000000000000000000","77.000000000000000000","90.700000","34350","46800","63790","89580","122630","Bachelor's degree","None"
"131199","Business Operations Specialists, All Other","5","Business/Finance","1135.700000","1207.000000","71.300000","6.3000","31.800000","80.600000","112.400000","28.300000000000000000","71.700000000000000000","119.600000","","","","","","Bachelor's degree","None"
"132000","Financial Specialists","3","Business/Finance","3054.600000","3235.500000","180.900000","5.9000","83.800000","193.300000","277.100000","30.200000000000000000","69.800000000000000000","295.200000","40990","53990","71950","98360","135740","N/A","N/A"
"132011","Accountants and Auditors","5","Business/Finance","1424.000000","1514.700000","90.700000","6.4000","41.400000","95.500000","136.900000","30.200000000000000000","69.800000000000000000","146.000000","44480","55900","71550","94340","124450","Bachelor's degree","None"
"132021","Appraisers and Assessors of Real Estate","5","Business/Finance","80.100000","85.700000","5.600000","7.0000","2.800000","3.300000","6.100000","45.900000000000000000","54.100000000000000000","6.700000","","","","","","Bachelor's degree","None"
"132031","Budget Analysts","5","Business/Finance","56.900000","59.400000","2.400000","4.2000","1.400000","3.100000","4.500000","31.100000000000000000","68.900000000000000000","4.800000","50230","61040","76540","96780","116510","Bachelor's degree","None"
"132041","Credit Analysts","5","Business/Finance","75.800000","79.500000","3.700000","4.9000","1.700000","5.300000","7.000000","24.300000000000000000","75.700000000000000000","7.400000","43430","55320","73650","101860","145840","Bachelor's degree","None"
"132050","Financial Analysts and Advisors","3","Business/Finance","711.600000","745.600000","34.000000","4.8000","15.400000","43.600000","59.000000","26.100000000000000000","73.900000000000000000","62.400000","","","","","","N/A","N/A"
"132051","Financial Analysts","5","Business/Finance","329.500000","349.800000","20.300000","6.2000","6.500000","22.300000","28.800000","22.600000000000000000","77.400000000000000000","30.900000","","","","","","Bachelor's degree","None"
"132052","Personal Financial Advisors","5","Business/Finance","271.700000","290.800000","19.100000","7.0000","6.400000","14.900000","21.300000","30.000000000000000000","70.000000000000000000","23.200000","42950","57780","87850","154480","","Bachelor's degree","None"
"132053","Insurance Underwriters","5","Business/Finance","110.400000","105.000000","-5.400000","-4.9000","2.500000","6.400000","8.900000","28.100000000000000000","71.900000000000000000","8.400000","42360","53510","70020","94390","124320","Bachelor's degree","None"
"132061","Financial Examiners","5","Business/Finance","60.900000","65.200000","4.300000","7.1000","1.300000","3.400000","4.700000","27.700000000000000000","72.300000000000000000","5.200000","43500","58860","81090","114030","158200","Bachelor's degree","None"
"132070","Credit Counselors and Loan Officers","3","Business/Finance","356.400000","384.100000","27.800000","7.8000","8.900000","22.100000","31.000000","28.700000000000000000","71.300000000000000000","33.800000","32420","43470","61090","89420","129000","N/A","N/A"
"132071","Credit Counselors","5","Business/Finance","40.100000","43.600000","3.500000","8.6000","1.000000","2.500000","3.500000","28.600000000000000000","71.400000000000000000","3.800000","31670","37250","45950","58470","76740","Bachelor's degree","None"
"132072","Loan Officers","5","Business/Finance","316.200000","340.600000","24.300000","7.7000","7.900000","19.600000","27.500000","28.700000000000000000","71.300000000000000000","29.900000","32560","44840","63270","92960","132680","Bachelor's degree","None"
"132080","Tax Examiners, Collectors and Preparers, and Reven","3","Business/Finance","144.700000","148.200000","3.400000","2.4000","6.600000","8.300000","14.900000","44.300000000000000000","55.700000000000000000","15.200000","24380","33970","49590","69600","95280","N/A","N/A"
"132081","Tax Examiners and Collectors, and Revenue Agents","5","Business/Finance","58.200000","56.800000","-1.400000","-2.4000","2.300000","2.500000","4.800000","47.900000000000000000","52.100000000000000000","4.600000","33090","41700","54890","76850","101780","Bachelor's degree","None"
"132082","Tax Preparers","5","Business/Finance","86.600000","91.400000","4.800000","5.6000","4.400000","5.700000","10.100000","43.600000000000000000","56.400000000000000000","10.600000","21750","28450","43080","63070","87060","High school diploma or equivalent","None"
"132099","Financial Specialists, All Other","5","Business/Finance","144.100000","153.000000","8.900000","6.2000","4.100000","8.700000","12.800000","32.000000000000000000","68.000000000000000000","13.700000","","","","","","Bachelor's degree","None"
"150000","Computer and Mathematical Occupations","2","Computer/Mathematics","4674.400000","5268.300000","593.900000","12.7000","81.600000","281.400000","363.000000","22.500000000000000000","77.500000000000000000","422.300000","45320","62850","88340","119550","152010","N/A","N/A"
"151100","Computer Occupations","3","Computer/Mathematics","4490.100000","5036.300000","546.200000","12.2000","77.400000","271.500000","348.900000","22.200000000000000000","77.800000000000000000","403.500000","","","","","","N/A","N/A"
"151111","Computer and Information Research Scientists","5","Computer/Mathematics","31.700000","37.000000","5.200000","16.5000",".500000","2.100000","2.600000","19.200000000000000000","80.800000000000000000","3.200000","","","","","","Master's degree","None"
"151120","Computer and Information Analysts","3","Computer/Mathematics","746.200000","837.600000","91.500000","12.3000","14.400000","42.600000","57.000000","25.300000000000000000","74.700000000000000000","66.200000","","","","","","N/A","N/A"
"151121","Computer Systems Analysts","5","Computer/Mathematics","633.900000","689.900000","56.000000","8.8000","12.600000","35.200000","47.800000","26.400000000000000000","73.600000000000000000","53.400000","","","","","","Bachelor's degree","None"
"151122","Information Security Analysts","5","Computer/Mathematics","112.300000","147.700000","35.500000","31.6000","1.900000","7.400000","9.300000","20.400000000000000000","79.600000000000000000","12.800000","","","","","","Bachelor's degree","Less than 5 years"
"151130","Software Developers and Programmers","3","Computer/Mathematics","1776.300000","2063.300000","287.100000","16.2000","27.700000","108.400000","136.100000","20.400000000000000000","79.600000000000000000","164.800000","","","","","","N/A","N/A"
"151131","Computer Programmers","5","Computer/Mathematics","250.300000","232.300000","-17.900000","-7.2000","3.900000","13.100000","17.000000","22.900000000000000000","77.100000000000000000","15.100000","","","","","","Bachelor's degree","None"
"151132","Software Developers, Applications","5","Computer/Mathematics","944.200000","1185.700000","241.500000","25.6000","14.800000","60.200000","75.000000","19.700000000000000000","80.300000000000000000","99.200000","","","","","","Bachelor's degree","None"
"151133","Software Developers, Systems Software","5","Computer/Mathematics","421.300000","463.900000","42.600000","10.1000","6.100000","25.000000","31.100000","19.600000000000000000","80.400000000000000000","35.400000","","","","","","Bachelor's degree","None"
"151134","Web Developers","5","Computer/Mathematics","160.500000","181.400000","20.900000","13.0000","2.900000","10.100000","13.000000","22.300000000000000000","77.700000000000000000","15.100000","","","","","","Associate's degree","None"
"151140","Database and Systems Administrators and Network Ar","3","Computer/Mathematics","660.200000","697.300000","37.100000","5.6000","11.100000","36.300000","47.400000","23.400000000000000000","76.600000000000000000","51.200000","","","","","","N/A","N/A"
"151141","Database Administrators","5","Computer/Mathematics","116.900000","127.400000","10.500000","9.0000","2.400000","6.300000","8.700000","27.600000000000000000","72.400000000000000000","9.700000","","","","","","Bachelor's degree","None"
"151142","Network and Computer Systems Administrators","5","Computer/Mathematics","383.900000","402.100000","18.200000","4.7000","6.600000","20.800000","27.400000","24.100000000000000000","75.900000000000000000","29.300000","","","","","","Bachelor's degree","None"
"151143","Computer Network Architects","5","Computer/Mathematics","159.300000","167.700000","8.400000","5.3000","2.200000","9.200000","11.400000","19.300000000000000000","80.700000000000000000","12.200000","","","","","","Bachelor's degree","5 years or more"
"151150","Computer Support Specialists","3","Computer/Mathematics","863.100000","946.200000","83.100000","9.6000","16.600000","57.500000","74.100000","22.400000000000000000","77.600000000000000000","82.500000","","","","","","N/A","N/A"
"151151","Computer User Support Specialists","5","Computer/Mathematics","671.800000","742.700000","70.900000","10.6000","13.000000","45.000000","58.000000","22.400000000000000000","77.600000000000000000","65.100000","","","","","","Some college, no degree","None"
"151152","Computer Network Support Specialists","5","Computer/Mathematics","191.300000","203.400000","12.200000","6.4000","3.600000","12.600000","16.200000","22.200000000000000000","77.800000000000000000","17.400000","","","","","","Associate's degree","None"
"151199","Computer Occupations, All Other","5","Computer/Mathematics","412.800000","455.000000","42.200000","10.2000","7.000000","24.500000","31.500000","22.200000000000000000","77.800000000000000000","35.700000","","","","","","Bachelor's degree","None"
"152000","Mathematical Science Occupations","3","Computer/Mathematics","184.300000","232.000000","47.700000","25.9000","4.200000","9.800000","14.000000","30.000000000000000000","70.000000000000000000","18.800000","51500","67030","90410","119960","152820","N/A","N/A"
"152011","Actuaries","5","Computer/Mathematics","25.000000","30.000000","5.000000","20.1000",".300000","1.300000","1.600000","18.800000000000000000","81.300000000000000000","2.200000","64860","81210","108350","148720","193600","Bachelor's degree","None"
"152021","Mathematicians","5","Computer/Mathematics","2.900000","3.600000",".800000","26.0000",".100000",".200000",".300000","33.300000000000000000","66.700000000000000000",".300000","58100","76170","105030","127860","162060","Master's degree","None"
"152031","Operations Research Analysts","5","Computer/Mathematics","109.700000","137.900000","28.100000","25.6000","2.900000","5.200000","8.100000","35.800000000000000000","64.200000000000000000","10.900000","48670","62780","84810","112680","140790","Bachelor's degree","None"
"152041","Statisticians","5","Computer/Mathematics","44.400000","58.000000","13.600000","30.7000",".900000","3.000000","3.900000","23.100000000000000000","76.900000000000000000","5.300000","52690","68480","91160","118790","146770","Master's degree","None"
"152090","Miscellaneous Mathematical Science Occupations","3","Computer/Mathematics","2.300000","2.400000",".100000","5.6000",".000000",".100000",".100000",".000000000000000000","100.000000000000000000",".200000","","","","","","Bachelor's degree","None"
"170000","Architecture and Engineering Occupations","2","Architecture/Engineering","2699.100000","2812.400000","113.300000","4.2000","65.300000","149.900000","215.200000","30.300000000000000000","69.700000000000000000","226.600000","45280","60910","81440","109970","142610","N/A","N/A"
"171000","Architects, Surveyors, and Cartographers","3","Architecture/Engineering","218.400000","235.400000","16.900000","7.8000","5.500000","11.700000","17.200000","32.000000000000000000","68.000000000000000000","18.900000","42720","56460","74520","97990","126230","N/A","N/A"
"171010","Architects, Except Naval","3","Architecture/Engineering","157.400000","169.600000","12.300000","7.8000","3.900000","8.600000","12.500000","31.200000000000000000","68.800000000000000000","13.800000","47130","60800","78890","102980","132700","N/A","N/A"
"171011","Architects, Except Landscape and Naval","5","Architecture/Engineering","133.900000","145.100000","11.200000","8.4000","3.300000","7.400000","10.700000","30.800000000000000000","69.200000000000000000","11.800000","48700","62600","80750","105600","137620","Bachelor's degree","None"
"171012","Landscape Architects","5","Architecture/Engineering","23.500000","24.600000","1.000000","4.4000",".600000","1.300000","1.900000","31.600000000000000000","68.400000000000000000","1.900000","42320","54600","69360","90090","112290","Bachelor's degree","None"
"171020","Surveyors, Cartographers, and Photogrammetrists","3","Architecture/Engineering","61.000000","65.700000","4.700000","7.7000","1.600000","3.000000","4.600000","34.800000000000000000","65.200000000000000000","5.100000","37130","48720","63880","84320","104460","N/A","N/A"
"171021","Cartographers and Photogrammetrists","5","Architecture/Engineering","11.800000","13.500000","1.700000","14.7000",".300000",".600000",".900000","33.300000000000000000","66.700000000000000000","1.100000","41670","52340","65470","85050","103380","Bachelor's degree","None"
"171022","Surveyors","5","Architecture/Engineering","49.200000","52.200000","3.000000","6.0000","1.300000","2.400000","3.700000","35.100000000000000000","64.900000000000000000","4.000000","36110","47750","63420","84120","104850","Bachelor's degree","None"
"172000","Engineers","3","Architecture/Engineering","1779.300000","1864.300000","85.000000","4.8000","36.700000","90.200000","126.900000","28.900000000000000000","71.100000000000000000","135.400000","58210","72940","94500","122420","154870","N/A","N/A"
"172011","Aerospace Engineers","5","Architecture/Engineering","67.200000","68.300000","1.100000","1.7000","1.400000","2.900000","4.300000","32.600000000000000000","67.400000000000000000","4.500000","72450","91240","116500","145530","166620","Bachelor's degree","None"
"172021","Agricultural Engineers","5","Architecture/Engineering","2.600000","2.800000",".100000","5.4000",".100000",".100000",".200000","50.000000000000000000","50.000000000000000000",".200000","47330","61140","80720","103210","160950","Bachelor's degree","None"
"172031","Biomedical Engineers","5","Architecture/Engineering","19.800000","20.500000",".700000","3.6000",".400000","1.000000","1.400000","28.600000000000000000","71.400000000000000000","1.500000","55280","70990","91410","118020","148210","Bachelor's degree","None"
"172041","Chemical Engineers","5","Architecture/Engineering","33.900000","36.000000","2.100000","6.3000",".700000","1.500000","2.200000","31.800000000000000000","68.200000000000000000","2.400000","66810","84720","108770","137860","176090","Bachelor's degree","None"
"172051","Civil Engineers","5","Architecture/Engineering","326.800000","347.300000","20.500000","6.3000","6.900000","19.400000","26.300000","26.200000000000000000","73.800000000000000000","28.300000","55380","68130","87060","113580","144560","Bachelor's degree","None"
"172061","Computer Hardware Engineers","5","Architecture/Engineering","64.400000","68.400000","4.000000","6.1000","1.300000","3.500000","4.800000","27.100000000000000000","72.900000000000000000","5.200000","68460","88800","117220","150840","185240","Bachelor's degree","None"
"172070","Electrical and Electronics Engineers","3","Architecture/Engineering","330.300000","338.300000","8.000000","2.4000","6.700000","15.300000","22.000000","30.500000000000000000","69.500000000000000000","22.900000","64570","79090","101250","128360","159880","N/A","N/A"
"172071","Electrical Engineers","5","Architecture/Engineering","191.900000","201.100000","9.200000","4.8000","4.000000","9.000000","13.000000","30.800000000000000000","69.200000000000000000","13.900000","63020","77080","98530","125520","155880","Bachelor's degree","None"
"172072","Electronics Engineers, Except Computer","5","Architecture/Engineering","138.500000","137.300000","-1.200000","-.9000","2.800000","6.300000","9.100000","30.800000000000000000","69.200000000000000000","9.000000","66620","82420","105570","133050","164210","Bachelor's degree","None"
"172081","Environmental Engineers","5","Architecture/Engineering","55.400000","58.300000","2.900000","5.1000","1.500000","2.800000","4.300000","34.900000000000000000","65.100000000000000000","4.600000","54330","68000","88860","114250","142070","Bachelor's degree","None"
"172110","Industrial Engineers, Including Health and Safety","3","Architecture/Engineering","311.600000","336.800000","25.100000","8.1000","6.500000","15.600000","22.100000","29.400000000000000000","70.600000000000000000","24.600000","56970","70430","88240","110950","134890","N/A","N/A"
"172111","Health and Safety Engineers, Except Mining Safety","5","Architecture/Engineering","27.000000","28.400000","1.400000","5.1000",".600000","1.300000","1.900000","31.600000000000000000","68.400000000000000000","2.000000","53650","68940","91410","118440","143880","Bachelor's degree","None"
"172112","Industrial Engineers","5","Architecture/Engineering","284.600000","308.400000","23.800000","8.3000","6.000000","14.300000","20.300000","29.600000000000000000","70.400000000000000000","22.600000","57290","70540","88020","110160","134070","Bachelor's degree","None"
"172121","Marine Engineers and Naval Architects","5","Architecture/Engineering","11.700000","12.700000","1.000000","8.9000",".200000",".500000",".700000","28.600000000000000000","71.400000000000000000",".800000","65440","75500","92400","116770","147710","Bachelor's degree","None"
