"Occupation Code","Occupational Title","subtot","Occupation Group","2018 Employment","2028 Employment","Numeric Change","Percent Change","Labor Force Exits","Occupational Transfers","Total Separations","Percent Labor Force Exits","Percent Occupational Transfers","Occupational Openings","10th Percentile","25th Percentile","Median","75th Percentile","90th Percentile","Education","Work Experience"
"399030","Recreation and Fitness Workers","3","Personal Care","765.100000","844.600000","79.500000","10.4000","48.000000","85.700000","133.700000","35.900000000000000000","64.100000000000000000","141.600000","19510","23690","30490","45290","62150","N/A","N/A"
"399031","Fitness Trainers and Aerobics Instructors","5","Personal Care","356.900000","402.500000","45.700000","12.8000","22.600000","40.400000","63.000000","35.900000000000000000","64.100000000000000000","67.600000","21110","26910","40390","57470","75400","High school diploma or equivalent","None"
"399032","Recreation Workers","5","Personal Care","408.300000","442.000000","33.800000","8.3000","25.400000","45.300000","70.700000","35.900000000000000000","64.100000000000000000","74.000000","18860","22170","26350","33630","44000","High school diploma or equivalent","None"
"399041","Residential Advisors","5","Personal Care","115.800000","129.600000","13.900000","12.0000","6.700000","11.900000","18.600000","36.000000000000000000","64.000000000000000000","20.000000","20600","24310","29450","36980","46640","High school diploma or equivalent","None"
"399099","Personal Care and Service Workers, All Other","5","Personal Care","112.900000","122.100000","9.200000","8.2000","7.300000","9.800000","17.100000","42.700000000000000000","57.300000000000000000","18.100000","","","","","","High school diploma or equivalent","None"
"410000","Sales and Related Occupations","2","Sales","15728.600000","15648.800000","-79.800000","-.5000","850.700000","1334.500000","2185.200000","38.900000000000000000","61.100000000000000000","2177.200000","19570","23300","29630","49060","81020","N/A","N/A"
"411000","Supervisors of Sales Workers","3","Sales","1945.900000","1908.800000","-37.100000","-1.9000","65.700000","140.500000","206.200000","31.900000000000000000","68.100000000000000000","202.500000","27020","33450","44250","61760","87520","N/A","N/A"
"411011","First-Line Supervisors of Retail Sales Workers","5","Sales","1548.300000","1518.100000","-30.200000","-1.9000","53.000000","115.600000","168.600000","31.400000000000000000","68.600000000000000000","165.500000","26290","31960","40350","54290","70060","High school diploma or equivalent","Less than 5 years"
"411012","First-Line Supervisors of Non-Retail Sales Workers","5","Sales","397.600000","390.700000","-6.900000","-1.7000","12.700000","24.900000","37.600000","33.800000000000000000","66.200000000000000000","37.000000","41780","55860","74760","103830","146740","High school diploma or equivalent","Less than 5 years"
"412000","Retail Sales Workers","3","Sales","8876.100000","8649.500000","-226.600000","-2.6000","610.800000","808.000000","1418.800000","43.100000000000000000","56.900000000000000000","1396.100000","18590","21200","24630","29870","38950","N/A","N/A"
"412010","Cashiers","3","Sales","3671.100000","3532.600000","-138.500000","-3.8000","321.500000","358.000000","679.500000","47.300000000000000000","52.700000000000000000","665.600000","18160","20330","23660","26580","31320","N/A","N/A"
"412011","Cashiers","5","Sales","3648.500000","3509.800000","-138.700000","-3.8000","319.400000","355.700000","675.100000","47.300000000000000000","52.700000000000000000","661.300000","18150","20320","23650","26550","31270","No formal educational credential","None"
"412012","Gaming Change Persons and Booth Cashiers","5","Sales","22.600000","22.800000",".200000",".7000","2.000000","2.300000","4.300000","46.500000000000000000","53.500000000000000000","4.300000","19430","22470","25690","31460","38960","No formal educational credential","None"
"412020","Counter and Rental Clerks and Parts Salespersons","3","Sales","694.000000","707.900000","13.900000","2.0000","33.000000","54.900000","87.900000","37.500000000000000000","62.500000000000000000","89.300000","19940","24000","29860","39350","52890","N/A","N/A"
"412021","Counter and Rental Clerks","5","Sales","436.100000","453.200000","17.100000","3.9000","22.500000","34.500000","57.000000","39.500000000000000000","60.500000000000000000","58.700000","19620","23630","28820","37910","50860","No formal educational credential","None"
"412022","Parts Salespersons","5","Sales","258.000000","254.700000","-3.300000","-1.3000","10.500000","20.400000","30.900000","34.000000000000000000","66.000000000000000000","30.500000","20570","24840","31710","41980","56090","No formal educational credential","None"
"412031","Retail Salespersons","5","Sales","4510.900000","4409.100000","-101.900000","-2.3000","256.300000","395.200000","651.500000","39.300000000000000000","60.700000000000000000","641.300000","18900","21780","25250","31480","42780","No formal educational credential","None"
"413000","Sales Representatives, Services","3","Sales","2205.600000","2341.100000","135.500000","6.1000","71.600000","188.900000","260.500000","27.500000000000000000","72.500000000000000000","274.100000","28490","38170","55370","83130","133410","N/A","N/A"
"413011","Advertising Sales Agents","5","Sales","147.900000","144.600000","-3.300000","-2.2000","4.600000","15.200000","19.800000","23.200000000000000000","76.800000000000000000","19.500000","25390","35250","53310","79010","118300","High school diploma or equivalent","None"
"413021","Insurance Sales Agents","5","Sales","475.900000","524.200000","48.300000","10.2000","18.400000","30.200000","48.600000","37.900000000000000000","62.100000000000000000","53.400000","28000","36520","50940","77460","125500","High school diploma or equivalent","None"
"413031","Securities, Commodities, and Financial Services Sa","5","Sales","442.400000","460.900000","18.500000","4.2000","11.700000","31.100000","42.800000","27.300000000000000000","72.700000000000000000","44.600000","35320","43510","62270","112770","204130","Bachelor's degree","None"
"413041","Travel Agents","5","Sales","78.800000","74.400000","-4.500000","-5.7000","4.500000","5.700000","10.200000","44.100000000000000000","55.900000000000000000","9.700000","23660","30400","40660","54710","69420","High school diploma or equivalent","None"
"413099","Sales Representatives, Services, All Other","5","Sales","1060.600000","1137.000000","76.400000","7.2000","32.400000","106.700000","139.100000","23.300000000000000000","76.700000000000000000","146.800000","","","","","","High school diploma or equivalent","None"
"414000","Sales Representatives, Wholesale and Manufacturing","3","Sales","1732.400000","1767.800000","35.400000","2.0000","53.200000","130.300000","183.500000","29.000000000000000000","71.000000000000000000","187.100000","31820","44090","63000","92700","132920","N/A","N/A"
"414011","Sales Representatives, Wholesale and Manufacturing","5","Sales","325.900000","338.000000","12.100000","3.7000","10.100000","24.700000","34.800000","29.000000000000000000","71.000000000000000000","36.000000","41080","57050","81020","117560","158580","Bachelor's degree","None"
"414012","Sales Representatives, Wholesale and Manufacturing","5","Sales","1406.400000","1429.800000","23.300000","1.7000","43.100000","105.600000","148.700000","29.000000000000000000","71.000000000000000000","151.100000","30530","42070","59930","85730","125300","High school diploma or equivalent","None"
"419000","Other Sales and Related Workers","3","Sales","968.600000","981.600000","13.000000","1.3000","49.400000","66.700000","116.100000","42.500000000000000000","57.500000000000000000","117.400000","21400","25930","37220","63430","107070","N/A","N/A"
"419010","Models, Demonstrators, and Product Promoters","3","Sales","91.000000","95.300000","4.400000","4.8000","9.400000","6.500000","15.900000","59.100000000000000000","40.900000000000000000","16.400000","21760","25150","30890","41800","54530","N/A","N/A"
"419011","Demonstrators and Product Promoters","5","Sales","87.400000","92.000000","4.600000","5.2000","9.100000","6.300000","15.400000","59.100000000000000000","40.900000000000000000","15.800000","21750","25230","30930","41880","54490","No formal educational credential","None"
"419012","Models","5","Sales","3.600000","3.400000","-.200000","-5.7000",".400000",".200000",".600000","66.700000000000000000","33.300000000000000000",".600000","21930","23530","28350","39620","55630","No formal educational credential","None"
"419020","Real Estate Brokers and Sales Agents","3","Sales","465.500000","497.900000","32.400000","7.0000","21.800000","24.000000","45.800000","47.600000000000000000","52.400000000000000000","49.000000","24660","33970","50730","78740","123070","N/A","N/A"
"419021","Real Estate Brokers","5","Sales","96.200000","103.000000","6.800000","7.1000","4.500000","5.000000","9.500000","47.400000000000000000","52.600000000000000000","10.100000","23600","35940","59720","95790","178720","High school diploma or equivalent","Less than 5 years"
"419022","Real Estate Sales Agents","5","Sales","369.200000","394.800000","25.600000","6.9000","17.300000","19.000000","36.300000","47.700000000000000000","52.300000000000000000","38.900000","24930","33600","48930","75340","111800","High school diploma or equivalent","None"
"419031","Sales Engineers","5","Sales","66.700000","70.400000","3.700000","5.6000","1.600000","6.000000","7.600000","21.100000000000000000","78.900000000000000000","7.900000","59180","76350","103900","139620","174270","Bachelor's degree","None"
"419041","Telemarketers","5","Sales","167.700000","139.800000","-27.800000","-16.6000","7.400000","16.800000","24.200000","30.600000000000000000","69.400000000000000000","21.400000","19170","22170","26290","33960","44480","No formal educational credential","None"
"419090","Miscellaneous Sales and Related Workers","3","Sales","177.800000","178.100000",".300000",".2000","9.200000","13.500000","22.700000","40.500000000000000000","59.500000000000000000","22.700000","21510","24570","31480","47070","69380","N/A","N/A"
"419091","Door-to-Door Sales Workers, News and Street Vendor","5","Sales","69.900000","64.900000","-5.000000","-7.2000","4.500000","3.800000","8.300000","54.200000000000000000","45.800000000000000000","7.800000","19550","23020","27420","39670","61580","No formal educational credential","None"
"419099","Sales and Related Workers, All Other","5","Sales","107.900000","113.200000","5.400000","5.0000","4.700000","9.700000","14.400000","32.600000000000000000","67.400000000000000000","14.900000","21650","24740","31820","47530","69940","High school diploma or equivalent","None"
"430000","Office and Administrative Support Occupations","2","Office Support","22973.600000","22365.500000","-608.100000","-2.6000","1108.700000","1563.800000","2672.500000","41.500000000000000000","58.500000000000000000","2611.700000","23790","29400","37580","49390","63260","N/A","N/A"
"431000","Supervisors of Office and Administrative Support W","3","Office Support","1557.500000","1544.200000","-13.300000","-.9000","58.200000","104.300000","162.500000","35.800000000000000000","64.200000000000000000","161.100000","34290","43360","56620","72480","91570","N/A","N/A"
"431011","First-Line Supervisors of Office and Administrativ","5","Office Support","1557.500000","1544.200000","-13.300000","-.9000","58.200000","104.300000","162.500000","35.800000000000000000","64.200000000000000000","161.100000","34290","43360","56620","72480","91570","High school diploma or equivalent","Less than 5 years"
"432000","Communications Equipment Operators","3","Office Support","81.300000","62.300000","-18.900000","-23.3000","4.000000","4.900000","8.900000","44.900000000000000000","55.100000000000000000","7.000000","22000","25870","31070","38740","50270","N/A","N/A"
"432011","Switchboard Operators, Including Answering Service","5","Office Support","73.400000","55.900000","-17.500000","-23.8000","3.700000","4.300000","8.000000","46.300000000000000000","53.800000000000000000","6.300000","21870","25670","30610","37790","47970","High school diploma or equivalent","None"
"432021","Telephone Operators","5","Office Support","5.700000","4.100000","-1.600000","-28.4000",".200000",".400000",".600000","33.300000000000000000","66.700000000000000000",".500000","23360","27700","35750","47630","57620","High school diploma or equivalent","None"
"432099","Communications Equipment Operators, All Other","5","Office Support","2.200000","2.400000",".200000","7.0000",".100000",".200000",".300000","33.300000000000000000","66.700000000000000000",".300000","23510","33520","42790","58230","72840","High school diploma or equivalent","None"
"433000","Financial Clerks","3","Office Support","3195.400000","3096.300000","-99.100000","-3.1000","165.500000","197.600000","363.100000","45.600000000000000000","54.400000000000000000","353.200000","25640","31340","38510","48710","60050","N/A","N/A"
"433011","Bill and Account Collectors","5","Office Support","258.000000","238.600000","-19.400000","-7.5000","9.600000","20.000000","29.600000","32.400000000000000000","67.600000000000000000","27.700000","25800","30740","37000","45840","56860","High school diploma or equivalent","None"
"433021","Billing and Posting Clerks","5","Office Support","486.300000","536.300000","50.000000","10.3000","21.000000","34.500000","55.500000","37.800000000000000000","62.200000000000000000","60.500000","27650","32940","38740","47580","57300","High school diploma or equivalent","None"
"433031","Bookkeeping, Accounting, and Auditing Clerks","5","Office Support","1707.700000","1641.900000","-65.800000","-3.9000","101.900000","93.200000","195.100000","52.200000000000000000","47.800000000000000000","188.500000","25870","33020","41230","51370","62410","Some college, no degree","None"
"433041","Gaming Cage Workers","5","Office Support","16.300000","16.800000",".500000","3.1000",".800000","1.500000","2.300000","34.800000000000000000","65.200000000000000000","2.300000","20970","24040","28040","33950","40550","High school diploma or equivalent","None"
"433051","Payroll and Timekeeping Clerks","5","Office Support","150.400000","145.600000","-4.800000","-3.2000","7.000000","9.300000","16.300000","42.900000000000000000","57.100000000000000000","15.800000","30320","37000","46180","57030","66210","High school diploma or equivalent","None"
"433061","Procurement Clerks","5","Office Support","70.800000","66.500000","-4.300000","-6.0000","2.300000","4.800000","7.100000","32.400000000000000000","67.600000000000000000","6.700000","29450","35530","43310","51290","59920","High school diploma or equivalent","None"
"433071","Tellers","5","Office Support","472.100000","414.300000","-57.800000","-12.2000","21.700000","31.700000","53.400000","40.600000000000000000","59.400000000000000000","47.600000","23330","26920","31230","36390","40230","High school diploma or equivalent","None"
"433099","Financial Analysts, All Other","5","Office Support","33.800000","36.200000","2.400000","7.0000","1.200000","2.600000","3.800000","31.600000000000000000","68.400000000000000000","4.000000","28650","34700","42420","52370","63710","High school diploma or equivalent","None"
"434000","Information and Record Clerks","3","Office Support","6007.300000","6022.600000","15.200000",".3000","298.300000","478.100000","776.400000","38.400000000000000000","61.600000000000000000","777.900000","22380","26960","34050","43390","55230","N/A","N/A"
"434011","Brokerage Clerks","5","Office Support","56.100000","58.700000","2.700000","4.7000","2.700000","3.200000","5.900000","45.800000000000000000","54.200000000000000000","6.200000","35600","43490","52750","63770","78160","High school diploma or equivalent","None"
"434021","Correspondence Clerks","5","Office Support","5.900000","5.800000","-.100000","-1.7000",".200000",".400000",".600000","33.300000000000000000","66.700000000000000000",".700000","26540","32330","38140","46090","55050","High school diploma or equivalent","None"
"434031","Court, Municipal, and License Clerks","5","Office Support","150.500000","157.200000","6.700000","4.4000","7.000000","7.300000","14.300000","49.000000000000000000","51.000000000000000000","14.900000","25990","31860","39380","49380","61100","High school diploma or equivalent","None"
"434041","Credit Authorizers, Checkers, and Clerks","5","Office Support","30.300000","28.900000","-1.400000","-4.5000",".900000","2.000000","2.900000","31.000000000000000000","69.000000000000000000","2.800000","26950","32780","40100","49360","60570","High school diploma or equivalent","None"
"434051","Customer Service Representatives","5","Office Support","2972.600000","2921.000000","-51.600000","-1.7000","141.500000","251.200000","392.700000","36.000000000000000000","64.000000000000000000","387.600000","22980","27630","34710","43980","56380","High school diploma or equivalent","None"
"434061","Eligibility Interviewers, Government Programs","5","Office Support","145.200000","151.600000","6.400000","4.4000","5.700000","8.400000","14.100000","40.400000000000000000","59.600000000000000000","14.700000","32180","37160","46590","55960","62840","High school diploma or equivalent","None"
"434071","File Clerks","5","Office Support","116.900000","101.100000","-15.700000","-13.5000","6.300000","7.200000","13.500000","46.700000000000000000","53.300000000000000000","11.900000","22150","26370","32710","40280","50740","High school diploma or equivalent","None"
"434081","Hotel, Motel, and Resort Desk Clerks","5","Office Support","265.400000","248.700000","-16.700000","-6.3000","14.100000","29.400000","43.500000","32.400000000000000000","67.600000000000000000","41.900000","18340","20940","24470","29160","35550","High school diploma or equivalent","None"
"434111","Interviewers, Except Eligibility and Loan","5","Office Support","204.600000","211.000000","6.400000","3.1000","10.600000","15.000000","25.600000","41.400000000000000000","58.600000000000000000","26.200000","23710","28310","34970","42820","51360","High school diploma or equivalent","None"
"434121","Library Assistants, Clerical","5","Office Support","94.400000","91.600000","-2.800000","-3.0000","7.400000","6.600000","14.000000","52.900000000000000000","47.100000000000000000","13.700000","19030","22490","27490","35730","44970","High school diploma or equivalent","None"
"434131","Loan Interviewers and Clerks","5","Office Support","226.300000","245.800000","19.500000","8.6000","8.800000","15.100000","23.900000","36.800000000000000000","63.200000000000000000","25.900000","26610","33230","40640","50010","60090","High school diploma or equivalent","None"
"434141","New Accounts Clerks","5","Office Support","41.900000","38.800000","-3.000000","-7.2000","1.700000","3.000000","4.700000","36.200000000000000000","63.800000000000000000","4.400000","26820","31060","36550","43600","51310","High school diploma or equivalent","None"
"434151","Order Clerks","5","Office Support","166.800000","165.700000","-1.100000","-.6000","7.000000","12.200000","19.200000","36.500000000000000000","63.500000000000000000","19.100000","23260","27300","34240","43660","54050","Some college, no degree","None"
"434161","Human Resources Assistants, Except Payroll and Tim","5","Office Support","129.300000","123.900000","-5.300000","-4.1000","4.600000","9.700000","14.300000","32.200000000000000000","67.800000000000000000","13.800000","28760","34470","41430","49640","59320","Associate's degree","None"
"434171","Receptionists and Information Clerks","5","Office Support","1101.500000","1160.800000","59.300000","5.4000","65.800000","86.100000","151.900000","43.300000000000000000","56.700000000000000000","157.900000","21130","25050","30050","36680","43380","High school diploma or equivalent","None"
"434181","Reservation and Transportation Ticket Agents and T","5","Office Support","133.700000","137.800000","4.100000","3.0000","5.700000","9.800000","15.500000","36.800000000000000000","63.200000000000000000","15.800000","24750","29260","38380","61340","72630","High school diploma or equivalent","None"
"434199","Information and Record Clerks, All Other","5","Office Support","166.000000","174.100000","8.100000","4.9000","8.200000","11.400000","19.600000","41.800000000000000000","58.200000000000000000","20.500000","25770","32290","41360","50530","59830","High school diploma or equivalent","None"
"435000","Material Recording, Scheduling, Dispatching, and D","3","Office Support","4184.900000","4139.600000","-45.200000","-1.1000","179.700000","293.700000","473.400000","38.000000000000000000","62.000000000000000000","468.800000","26130","32540","40320","55580","64410","N/A","N/A"
"435011","Cargo and Freight Agents","5","Office Support","95.500000","102.700000","7.200000","7.5000","3.500000","5.900000","9.400000","37.200000000000000000","62.800000000000000000","10.100000","26780","34080","43740","55940","69040","High school diploma or equivalent","None"
"435021","Couriers and Messengers","5","Office Support","101.500000","104.200000","2.700000","2.7000","4.100000","5.800000","9.900000","41.400000000000000000","58.600000000000000000","10.100000","20990","24760","29690","36570","46080","High school diploma or equivalent","None"
"435030","Dispatchers","3","Office Support","305.200000","310.900000","5.700000","1.9000","10.800000","18.300000","29.100000","37.100000000000000000","62.900000000000000000","29.700000","25830","32350","40780","52710","66700","N/A","N/A"
"435031","Police, Fire, and Ambulance Dispatchers","5","Office Support","98.300000","103.700000","5.500000","5.5000","3.500000","6.000000","9.500000","36.800000000000000000","63.200000000000000000","10.100000","27190","33650","41910","52650","64950","High school diploma or equivalent","None"
"435032","Dispatchers, Except Police, Fire, and Ambulance","5","Office Support","206.900000","207.200000",".200000",".1000","7.300000","12.300000","19.600000","37.200000000000000000","62.800000000000000000","19.600000","25260","31640","40190","52740","67850","High school diploma or equivalent","None"
"435041","Meter Readers, Utilities","5","Office Support","34.200000","30.200000","-4.000000","-11.6000","1.400000","1.800000","3.200000","43.800000000000000000","56.300000000000000000","2.800000","25810","31720","42280","57760","72420","High school diploma or equivalent","None"
"435050","Postal Service Workers","3","Office Support","504.100000","400.300000","-103.800000","-20.6000","17.700000","16.800000","34.500000","51.300000000000000000","48.700000000000000000","24.100000","36990","38060","52060","64400","64420","N/A","N/A"
"435051","Postal Service Clerks","5","Office Support","75.700000","60.700000","-15.000000","-19.8000","2.800000","2.400000","5.200000","53.800000000000000000","46.200000000000000000","3.700000","35770","43170","48330","60750","61980","High school diploma or equivalent","None"
"435052","Postal Service Mail Carriers","5","Office Support","328.700000","263.700000","-65.100000","-19.8000","10.800000","11.200000","22.000000","49.100000000000000000","50.900000000000000000","15.500000","36990","38050","51310","64410","65620","High school diploma or equivalent","None"
"435053","Postal Service Mail Sorters, Processors, and Proce","5","Office Support","99.700000","76.000000","-23.700000","-23.8000","4.000000","3.200000","7.200000","55.600000000000000000","44.400000000000000000","4.900000","35760","39030","60140","60750","61270","High school diploma or equivalent","None"
"435061","Production, Planning, and Expediting Clerks","5","Office Support","358.700000","373.800000","15.100000","4.2000","12.100000","26.000000","38.100000","31.800000000000000000","68.200000000000000000","39.700000","30190","37180","48260","61650","76100","High school diploma or equivalent","None"
"435071","Shipping, Receiving, and Traffic Clerks","5","Office Support","662.600000","656.200000","-6.500000","-1.0000","22.000000","43.400000","65.400000","33.600000000000000000","66.400000000000000000","64.800000","23940","28030","34190","41760","51560","High school diploma or equivalent","None"
"435081","Stock Clerks and Order Fillers","5","Office Support","2056.600000","2091.300000","34.700000","1.7000","105.000000","171.100000","276.100000","38.000000000000000000","62.000000000000000000","279.500000","","","","","","High school diploma or equivalent","None"
"435111","Weighers, Measurers, Checkers, and Samplers, Recor","5","Office Support","66.300000","69.900000","3.600000","5.4000","3.100000","4.600000","7.700000","40.300000000000000000","59.700000000000000000","8.100000","23980","28190","35040","43320","51540","High school diploma or equivalent","None"
"436000","Secretaries and Administrative Assistants","3","Office Support","3786.800000","3510.000000","-276.700000","-7.3000","187.000000","221.400000","408.400000","45.800000000000000000","54.200000000000000000","380.700000","25720","31810","39850","51980","65510","N/A","N/A"
"436011","Executive Secretaries and Executive Administrative","5","Office Support","622.500000","499.400000","-123.000000","-19.8000","28.800000","34.000000","62.800000","45.900000000000000000","54.100000000000000000","50.500000","37890","48020","60890","75820","91330","High school diploma or equivalent","Less than 5 years"
"436012","Legal Secretaries","5","Office Support","180.100000","142.500000","-37.600000","-20.9000","8.300000","9.800000","18.100000","45.900000000000000000","54.100000000000000000","14.300000","28760","35780","47300","63480","79610","High school diploma or equivalent","None"
"436013","Medical Secretaries","5","Office Support","601.700000","698.100000","96.400000","16.0000","33.300000","39.400000","72.700000","45.800000000000000000","54.200000000000000000","82.400000","26180","30590","36580","44650","53230","High school diploma or equivalent","None"
"436014","Secretaries and Administrative Assistants, Except","5","Office Support","2382.500000","2170.000000","-212.500000","-8.9000","116.700000","138.100000","254.800000","45.800000000000000000","54.200000000000000000","233.500000","24250","30100","37690","47510","57570","High school diploma or equivalent","None"
"439000","Other Office and Administrative Support Workers","3","Office Support","4160.500000","3990.500000","-170.000000","-4.1000","216.100000","263.800000","479.900000","45.000000000000000000","55.000000000000000000","462.900000","21690","26760","34670","44390","56020","N/A","N/A"
"439011","Computer Operators","5","Office Support","36.800000","28.000000","-8.900000","-24.1000","1.600000","2.400000","4.000000","40.000000000000000000","60.000000000000000000","3.100000","","","","","","High school diploma or equivalent","None"
"439020","Data Entry and Information Processing Workers","3","Office Support","247.700000","183.900000","-63.800000","-25.8000","10.500000","14.700000","25.200000","41.700000000000000000","58.300000000000000000","18.800000","24060","28660","34920","42270","51370","N/A","N/A"
"439021","Data Entry Keyers","5","Office Support","187.300000","143.900000","-43.400000","-23.2000","7.500000","11.600000","19.100000","39.300000000000000000","60.700000000000000000","14.800000","23380","27700","33490","39850","49190","High school diploma or equivalent","None"
"439022","Word Processors and Typists","5","Office Support","60.400000","40.000000","-20.400000","-33.8000","3.000000","3.100000","6.100000","49.200000000000000000","50.800000000000000000","4.100000","27850","33550","40340","48710","58860","High school diploma or equivalent","None"
"439031","Desktop Publishers","5","Office Support","12.600000","10.600000","-2.000000","-15.9000",".500000",".900000","1.400000","35.700000000000000000","64.300000000000000000","1.200000","23850","33060","45390","60720","78190","Associate's degree","None"
"439041","Insurance Claims and Policy Processing Clerks","5","Office Support","308.800000","321.800000","12.900000","4.2000","11.700000","19.700000","31.400000","37.300000000000000000","62.700000000000000000","32.700000","28380","34030","40750","50550","61910","High school diploma or equivalent","None"
"439051","Mail Clerks and Mail Machine Operators, Except Pos","5","Office Support","90.100000","84.200000","-5.900000","-6.6000","4.200000","5.500000","9.700000","43.300000000000000000","56.700000000000000000","9.100000","21380","25420","30960","38470","47110","High school diploma or equivalent","None"
"439061","Office Clerks, General","5","Office Support","3158.500000","3047.800000","-110.600000","-3.5000","173.500000","198.000000","371.500000","46.700000000000000000","53.300000000000000000","360.400000","21140","26220","34040","43590","55300","High school diploma or equivalent","None"
"439071","Office Machine Operators, Except Computer","5","Office Support","50.100000","43.700000","-6.400000","-12.8000","2.800000","3.200000","6.000000","46.700000000000000000","53.300000000000000000","5.300000","23120","27300","33450","40600","50490","High school diploma or equivalent","None"
"439081","Proofreaders and Copy Markers","5","Office Support","14.700000","15.300000",".600000","3.8000",".900000","1.100000","2.000000","45.000000000000000000","55.000000000000000000","2.100000","24630","31660","40630","54120","63920","Bachelor's degree","None"
"439111","Statistical Assistants","5","Office Support","13.100000","14.100000","1.100000","8.0000",".600000","1.100000","1.700000","35.300000000000000000","64.700000000000000000","1.800000","31980","39090","49870","61990","75650","Bachelor's degree","None"
"439199","Office and Administrative Support Workers, All Oth","5","Office Support","228.100000","241.200000","13.100000","5.8000","9.900000","17.400000","27.300000","36.300000000000000000","63.700000000000000000","28.600000","22390","25420","35470","47350","59700","High school diploma or equivalent","None"
"450000","Farming, Fishing, and Forestry Occupations","2","Farming/Fishing/Forestry","1096.900000","1100.000000","3.200000",".3000","43.300000","134.100000","177.400000","24.400000000000000000","75.600000000000000000","177.700000","22880","24180","27180","34780","47480","N/A","N/A"
"451000","Supervisors of Farming, Fishing, and Forestry Work","3","Farming/Fishing/Forestry","55.700000","56.500000",".800000","1.4000","2.000000","6.300000","8.300000","24.100000000000000000","75.900000000000000000","8.400000","30130","36940","48280","64000","80950","N/A","N/A"
"451011","First-Line Supervisors of Farming, Fishing, and Fo","5","Farming/Fishing/Forestry","55.700000","56.500000",".800000","1.4000","2.000000","6.300000","8.300000","24.100000000000000000","75.900000000000000000","8.400000","30130","36940","48280","64000","80950","High school diploma or equivalent","Less than 5 years"
"452000","Agricultural Workers","3","Farming/Fishing/Forestry","934.200000","945.200000","11.000000","1.2000","37.400000","115.100000","152.500000","24.500000000000000000","75.500000000000000000","153.500000","22510","23960","26030","31140","40050","N/A","N/A"
"452011","Agricultural Inspectors","5","Farming/Fishing/Forestry","17.700000","18.400000",".700000","4.2000",".800000","1.900000","2.700000","29.600000000000000000","70.400000000000000000","2.700000","28100","33960","45490","56340","70320","Bachelor's degree","None"
"452021","Animal Breeders","5","Farming/Fishing/Forestry","8.900000","9.200000",".300000","2.9000",".400000","1.100000","1.500000","26.700000000000000000","73.300000000000000000","1.500000","26030","31730","42920","56750","69550","High school diploma or equivalent","None"
"452041","Graders and Sorters, Agricultural Products","5","Farming/Fishing/Forestry","40.100000","39.500000","-.600000","-1.5000","1.600000","4.200000","5.800000","27.600000000000000000","72.400000000000000000","5.800000","19530","23390","25670","29370","33250","No formal educational credential","None"
"452090","Miscellaneous Agricultural Workers","3","Farming/Fishing/Forestry","867.400000","878.000000","10.600000","1.2000","34.600000","107.800000","142.400000","24.300000000000000000","75.700000000000000000","143.600000","22830","23920","25820","30740","38870","N/A","N/A"
"452091","Agricultural Equipment Operators","5","Farming/Fishing/Forestry","66.600000","73.100000","6.500000","9.8000","2.800000","8.600000","11.400000","24.600000000000000000","75.400000000000000000","12.100000","21720","26410","31950","38730","47150","No formal educational credential","None"
"452092","Farmworkers and Laborers, Crop, Nursery, and Green","5","Farming/Fishing/Forestry","532.300000","542.700000","10.400000","2.0000","21.300000","66.400000","87.700000","24.300000000000000000","75.700000000000000000","88.800000","23010","23920","25440","29780","36910","No formal educational credential","None"
"452093","Farmworkers, Farm, Ranch, and Aquacultural Animals","5","Farming/Fishing/Forestry","256.100000","249.200000","-6.900000","-2.7000","10.000000","31.200000","41.200000","24.300000000000000000","75.700000000000000000","40.600000","18930","22580","27830","35420","43700","No formal educational credential","None"
"452099","Agricultural Workers, All Other","5","Farming/Fishing/Forestry","12.400000","13.000000",".600000","4.7000",".500000","1.600000","2.100000","23.800000000000000000","76.200000000000000000","2.100000","19200","23910","29590","39820","54890","No formal educational credential","None"
"453000","Fishing and Hunting Workers","3","Farming/Fishing/Forestry","39.400000","38.700000","-.700000","-1.9000","1.400000","4.800000","6.200000","22.600000000000000000","77.400000000000000000","6.200000","","","","","","No formal educational credential","None"
"454000","Forest, Conservation, and Logging Workers","3","Farming/Fishing/Forestry","67.500000","59.700000","-7.900000","-11.7000","2.500000","7.900000","10.400000","24.000000000000000000","76.000000000000000000","9.600000","24730","31040","39090","49800","60970","N/A","N/A"
"454011","Forest and Conservation Workers","5","Farming/Fishing/Forestry","13.900000","13.500000","-.400000","-3.2000",".500000","1.900000","2.400000","20.800000000000000000","79.200000000000000000","2.400000","22770","25430","31770","36420","46870","High school diploma or equivalent","None"
"454020","Logging Workers","3","Farming/Fishing/Forestry","53.600000","46.200000","-7.400000","-13.9000","2.000000","6.000000","8.000000","25.000000000000000000","75.000000000000000000","7.200000","25720","32380","41230","51110","61920","N/A","N/A"
"454021","Fallers","5","Farming/Fishing/Forestry","6.600000","5.400000","-1.200000","-18.0000",".200000",".700000",".900000","22.200000000000000000","77.800000000000000000",".800000","30820","35350","44650","61820","78950","High school diploma or equivalent","None"
"454022","Logging Equipment Operators","5","Farming/Fishing/Forestry","36.900000","31.800000","-5.100000","-13.8000","1.300000","4.200000","5.500000","23.600000000000000000","76.400000000000000000","5.000000","25430","32070","41440","51170","60930","High school diploma or equivalent","None"
